"paper_id","scope","intersection_directness","contribution_type","pipeline_position","provisional_snn_role","task_application","cross_cutting_topics","emergent_code","taxonomy_use","abstract_basis","pdf_trigger_question","confidence","annotator","review_status","review_note"
"CVPR2026-0005","out_of_scope","neither_axis","inference_method;training_or_conversion","low-resolution spike-camera stream → hierarchical recurrent alignment and fusion → high-resolution video","not_applicable","spike-camera video reconstruction","training;efficiency;temporal_modeling","none","boundary_case;exclude_candidate","Spk2VidNet reconstructs video from photon-integrating spike-camera streams with a conventional recurrent network. Spike camera is not automatically a contrast-change event camera and no SNN is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2024-1902","event_camera_only","single_axis","inference_method;event_representation","event-camera tokens → scene-adaptive window-token sparsification → Transformer detector → objects","not_applicable","event-based object detection","efficiency;temporal_modeling","scene_adaptive_event_token_sparsification","representative_method;cross_cutting_evidence","SAST dynamically sparsifies event-camera tokens and windows for efficient object detection on 1Mpx and Gen1. Sparse Transformer processing is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-2578","out_of_scope","neither_axis","inference_method;training_or_conversion","multi-task images → MoE-LoRA training and asynchronous task optimization → reparameterized Vision Transformer outputs","not_applicable","multi-task visual learning","training;efficiency","none","exclude_candidate","Asynchronous refers to multi-task optimization in an ordinary Vision Transformer. The paper contains neither event-camera input nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-3325","event_camera_only","single_axis","inference_method;dataset_or_benchmark;hardware_or_deployment","flashing LEDs plus event RGB LiDAR and IMU data → residual-pose baseline → precise timing and pose","not_applicable","human motion capture and pose estimation","hardware_or_deployment;dataset_or_evaluation;temporal_modeling","flashing_led_event_mocap","representative_method;dataset_or_evaluation","FlashCap combines flashing LEDs with event sensing and releases a multimodal millisecond-resolution motion dataset plus a residual-pose baseline. No SNN is described.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2024-2253","snn_only","single_axis","training_or_conversion","image activations → Hoyer-regularized sparse binary network with SNN portability → visual predictions","not_applicable","image recognition and object detection","training;efficiency;hardware_or_deployment","sparse_binary_activation_training","boundary_case;cross_cutting_evidence","The main BANN framework learns sparse binary activations and is explicitly demonstrated as portable to multi-step SNNs. No event-camera or DVS data are identified.","none","medium","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2026-0639","out_of_scope","neither_axis","inference_method;training_or_conversion","ordinary UAV images plus language → asynchronous mapping decision and grounding agents → navigation actions","not_applicable","aerial object-goal navigation","training;efficiency;generalization","none","exclude_candidate","APEX is an asynchronous hierarchical embodied-AI agent operating on ordinary visual perception and language. It has neither event-camera input nor an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-2457","event_camera_only","single_axis","inference_method;event_representation;training_or_conversion","RGB frames plus event streams → event adapter and reliability-aware fusion → depth pose and reconstruction","not_applicable","3D geometry estimation","training;robustness_or_attack;temporal_modeling;generalization","snr_aware_event_geometry_fusion","representative_method;cross_cutting_evidence","EAG3R fuses RGB and event-camera features and uses an event photometric-consistency loss for robust geometry estimation. Its backbone and adapter are not described as spiking.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-1481","event_camera_only","single_axis","inference_method;training_or_conversion","blurry multiview images plus events → event-integral constraints and diffusion prior → sharp 3D Gaussian scene","not_applicable","motion-deblurred novel-view synthesis","training;temporal_modeling","event_integral_constrained_3dgs","representative_method","DiET-GS uses event-stream constraints and a diffusion prior in two-stage 3D Gaussian Splatting training. No SNN computation is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-2942","core_intersection","benchmark_only","neuron_or_dynamics;training_or_conversion","static or DVS input → learnable initial membrane potential and temporal loss → SNN prediction","task_network","visual classification","training;efficiency;temporal_modeling","learnable_initial_membrane_potential;last_timestep_decoding","cross_cutting_evidence","The work changes SNN membrane initialization and temporal objectives and reports CIFAR10-DVS and N-Caltech101 results. The mechanism is general SNN training and dynamics rather than event-specific coupling.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High: benchmark-only scope is correct; learnable membrane initialization and last-timestep decoding alter inference inside the task SNN, so task_network applies."
"NeurIPS2025-0382","snn_only","single_axis","inference_method","low-light image → spiking Retinex Transformer → enhanced image","not_applicable","low-light image enhancement","efficiency;hardware_or_deployment","spiking_retinex_lowlight_network","representative_method;boundary_case","Spike-RetinexFormer integrates SNN computation with Retinex theory for image enhancement on standard low-light benchmarks. No event-camera or DVS relationship is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2024-0876","event_camera_only","single_axis","dataset_or_benchmark","traffic event-camera streams → benchmark detectors → traffic-participant boxes","not_applicable","static traffic monitoring","robustness_or_attack;dataset_or_evaluation;generalization","traffic_monitoring_event_dataset","dataset_or_evaluation","eTraM contributes ten hours of event-camera traffic data and evaluates several detector families. The abstract does not claim that its contribution is an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-0953","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","human-motion events → recurrent latent time-implicit field → arbitrary-time 3D poses","not_applicable","continuous-time human mesh recovery","efficiency;dataset_or_evaluation;temporal_modeling","continuous_time_event_motion_field","representative_method;dataset_or_evaluation","EvHuman predicts a continuous-time human motion field from event-camera streams with a recurrent feed-forward network and introduces a synchronized dataset. No SNN is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-1668","event_camera_only","single_axis","inference_method;dataset_or_benchmark","event stream → stem embedding and heat-conduction MoE blocks → detection queries and boxes","not_applicable","event-based object detection","efficiency;dataset_or_evaluation","heat_conduction_event_detector","representative_method;dataset_or_evaluation","The proposed detector uses event embedding and heat-conduction-inspired MoE blocks and contributes EvDET200K. SNNs are mentioned among prior detector families but the proposed computation is not identified as spiking.","none","medium","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"ICML2025-2813","core_intersection","benchmark_only","training_or_conversion;analysis_or_robustness","static or DVS input → temporal logit-gradient calibration → trained SNN prediction","not_applicable","visual classification","training;temporal_modeling","temporal_logit_gradient_calibration","cross_cutting_evidence","TMC rescales SNN logit gradients across time steps and reports results on DVSCIFAR10 and N-Caltech101. Its contribution is general temporal calibration rather than an event-specific inference mechanism.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2025-0626","event_camera_only","single_axis","inference_method","line-induced event manifolds → sparse geometric solvers and Adam initialization → full-DoF egomotion","not_applicable","event-camera egomotion estimation","efficiency;temporal_modeling","line_manifold_event_egomotion","representative_method","The method derives sparse geometric solvers from event-camera line manifolds to estimate angular and linear velocity. It is an optimization method without spiking-neuron computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-4139","out_of_scope","neither_axis","inference_method;training_or_conversion","ordinary video frames → Bayesian-surprise scoring and RL refinement → surprise-weighted frame samples","not_applicable","video-language understanding","training;temporal_modeling","none","exclude_candidate","SPIKE is an acronym for a Bayesian-surprise frame-sampling framework in ordinary videos. It uses neither event-camera measurements nor an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-1798","core_intersection","method_coupled","inference_method;neuron_or_dynamics;training_or_conversion","event-camera search and template streams → DI-LIF spike-driven tracker → target trajectory","task_network","single-object tracking","training;efficiency;temporal_modeling","dynamic_integer_lif_tracking;multi_search_temporal_training","taxonomy_anchor;representative_method","SpikeTrack is a purely spike-driven event-camera tracker with event-oriented sequence training and a DI-LIF neuron that emits spikes at inference. Both axes are explicitly coupled through the tracking pipeline.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"NeurIPS2025-1661","snn_only","single_axis","inference_method","binned biological neural spikes → timing-adapted spiking modules and latent integration → behavioral prediction","not_applicable","brain-computer-interface neural decoding","efficiency;hardware_or_deployment;temporal_modeling;generalization","spike_input_neural_decoder","boundary_case;cross_cutting_evidence","Spikachu is an SNN decoder for binned biological neural recordings and causal behavioral prediction. Biological neural spikes do not constitute an event-camera axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-2618","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","event stream plus point query → motion-guided matching and velocity-aware consistency → continuous point track","not_applicable","tracking any point","dataset_or_evaluation;temporal_modeling","motion_guided_event_point_tracking","representative_method;dataset_or_evaluation","MATE tailors motion guidance and temporal consistency to sparse event-camera data and constructs two simulated event datasets. It does not describe an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-1560","out_of_scope","neither_axis","inference_method","spike-camera stream → integrate-and-fire sensor model and spike-rendering loss → optimized NeRF and novel views","not_applicable","spike-camera novel-view synthesis","training;robustness_or_attack;temporal_modeling","none","boundary_case;exclude_candidate","SpikeNeRF reconstructs a NeRF from an integrating spike-camera stream. Its IF layer reproduces sensor measurements for a rendering loss rather than forming an SNN inference network, and the paper distinguishes spike and event cameras.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High PDF check: the paper explicitly distinguishes its photon-integrating spike camera from event cameras; the IF layer is a differentiable sensor-generation model, not a task SNN."
"ECCV2024-2263","out_of_scope","neither_axis","inference_method","multiple semantic-event prompts → diffusion and temporal-coherence conditioning → generated video","not_applicable","multi-event text-to-video generation","temporal_modeling","none","exclude_candidate","MEVG generates ordinary videos containing multiple semantic events. These events are narrative units rather than event-camera measurements and no SNN is involved.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-1791","event_camera_only","single_axis","inference_method;event_representation","video frames plus inter-frame events → local curves and streaming global aggregation → dense continuous trajectories","not_applicable","dense continuous point tracking","temporal_modeling","continuous_event_trajectory_modeling","representative_method","The framework models sparse event triggers along continuous point trajectories and combines them with video frames for dense tracking. No SNN computation is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-2578","snn_only","single_axis","inference_method;neuron_or_dynamics","dynamic graph history → delayed spiking neighborhood aggregation → node representation and class","not_applicable","dynamic-graph node classification","training;temporal_modeling","learnable_synaptic_graph_delay","representative_method;boundary_case","Delay-DSGN is an SNN graph model with a learnable Gaussian delay kernel for evolving graphs. Its graph events are not event-camera data.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-3725","snn_only","single_axis","inference_method;neuron_or_dynamics","3D point cloud → discrepancy attention and spatially-aware spiking neurons → point-cloud prediction","not_applicable","3D point-cloud analysis","efficiency","spiking_point_discrepancy_attention","representative_method;boundary_case","The hierarchical Spiking Discrepancy Transformer and spatially-aware neuron operate on 3D point clouds. No event-camera or DVS data are mentioned.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2024-0651","snn_only","single_axis","neuron_or_dynamics;training_or_conversion","sequential tasks → Hebbian lateral projection of SNN activity traces → protected synaptic updates","not_applicable","continual learning","training;generalization","hebbian_orthogonal_activity_projection","cross_cutting_evidence","The method realizes orthogonal projection through Hebbian and anti-Hebbian neuronal operations to reduce forgetting in SNNs. It has no stated event-camera relation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-2762","core_intersection","method_coupled","inference_method;event_representation;dataset_or_benchmark","DVS event sequence → spatial and temporal spiking Transformer modules → object detections","task_network","event-based object and fall detection","efficiency;dataset_or_evaluation;temporal_modeling","hybrid_spiking_vision_transformer","taxonomy_anchor;representative_method;dataset_or_evaluation","HsVT explicitly uses SNN spatial and temporal modules for event-camera object detection and contributes a Fall DVS benchmark. The SNN is the end-to-end task network.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2024-0535","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","event plus RGBD observations → shared radiance field and temporal optimization → camera track and map","not_applicable","neural SLAM","training;robustness_or_attack;dataset_or_evaluation;temporal_modeling","event_rgbd_implicit_slam","representative_method;dataset_or_evaluation","EN-SLAM jointly optimizes a continuous implicit representation with event and RGBD supervision and introduces simulated and real datasets. Neural implicit modeling is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-1484","core_intersection","benchmark_only","inference_method;event_representation;neuron_or_dynamics","static or DVS input → spiking wavelet frequency mixer → SNN prediction","task_network","visual recognition","efficiency;temporal_modeling;representation_learning","spiking_wavelet_frequency_mixing","representative_method;boundary_case","SWformer is a genuine spiking task network with a wavelet frequency mixer. The full paper evaluates CIFAR10-DVS and several event-camera-derived neuromorphic datasets, while the architecture itself remains general rather than event-specific.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High PDF check: experiments include CIFAR10-DVS, N-Caltech101, N-Cars, ASL-DVS and other event-camera-derived datasets; the generic SNN architecture is therefore benchmark-only intersection."
"ICLR2026-0873","out_of_scope","neither_axis","inference_method","asynchronous LiDAR or frame-camera features → flow-based BEV alignment → 3D detections","not_applicable","asynchronous multi-sensor 3D object detection","robustness_or_attack;temporal_modeling","none","exclude_candidate","AsyncBEV handles timing offsets between LiDAR and conventional camera sensors. Asynchrony alone supplies neither an event-camera axis nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-0694","snn_only","single_axis","neuron_or_dynamics;analysis_or_robustness","adversarially perturbed input → threshold guarding and noisy spiking neurons → robust SNN prediction","not_applicable","adversarial robustness","training;robustness_or_attack;temporal_modeling","threshold_guarded_probabilistic_spiking","cross_cutting_evidence","TGO moves SNN membrane potentials away from thresholds and adds probabilistic spiking to improve adversarial robustness. No event-camera or DVS evidence is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-0181","core_intersection","benchmark_only","neuron_or_dynamics;training_or_conversion","ANN and static or DVS data → probabilistic-neuron ANN-to-SNN conversion → SNN prediction","task_network","visual classification","training;conversion;temporal_modeling","probabilistic_spiking_conversion","cross_cutting_evidence","The work mitigates temporal misalignment in ANN-to-SNN conversion with probabilistic spiking neurons and evaluates CIFAR10-DVS. Event-camera data serve as a benchmark rather than shaping the conversion method.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High: benchmark-only scope is correct; the proposed probabilistic spiking neurons operate throughout the converted inference network, so task_network applies."
"CVPR2024-2179","core_intersection","method_coupled","inference_method;training_or_conversion;analysis_or_robustness","event-camera features at multiple scales → spiking fusion detector → object boxes","task_network","event-based object detection","training;efficiency;dataset_or_evaluation;temporal_modeling","multiscale_spiking_fusion_detector","taxonomy_anchor;representative_method","SFOD explicitly fuses multi-scale features in an SNN for event-camera object detection and studies event-dataset pretraining and decoding. The SNN is the task network.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2025-0065","core_intersection","benchmark_only","inference_method;neuron_or_dynamics","COCO or Gen1 input → multi-scale spiking feature extraction and fusion → object detections","task_network","object detection","efficiency;dataset_or_evaluation;temporal_modeling","multiscale_spiking_detector","representative_method;boundary_case","MSD is a directly trained multi-scale SNN detector evaluated on both COCO and the event-camera Gen1 dataset. The architecture is presented generally rather than as event-specific coupling.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"NeurIPS2025-4192","event_camera_only","single_axis","inference_method;training_or_conversion","events plus image-derived depth pseudolabels → calibrated distillation and temporal context → monocular depth","not_applicable","event-based monocular depth estimation","training;dataset_or_evaluation;temporal_modeling;representation_learning;generalization","image_prior_event_depth_distillation","representative_method;cross_cutting_evidence","Distil-E2D transfers dense image-domain depth priors into an event-domain model and integrates past predictions. No SNN or spiking-neuron computation is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-2610","core_intersection","benchmark_only","neuron_or_dynamics","static or DVS input → dendritic bilinear LIF network → prediction","task_network","visual classification","efficiency;temporal_modeling","dendritic_bilinear_spiking_neuron","representative_method;boundary_case","DLIF adds bilinear dendritic integration to SNN neurons and is tested on DVS-Gesture and DVS-CIFAR10 alongside static datasets. The neuron is general rather than event-camera-specific.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2025-2584","event_camera_only","single_axis","inference_method;training_or_conversion;dataset_or_benchmark","video frames plus event motion guidance → adapted pretrained video diffusion model → interpolated frames","not_applicable","event-based video interpolation","training;dataset_or_evaluation;generalization","event_conditioned_video_diffusion","representative_method;dataset_or_evaluation","The method adapts internet-scale video diffusion priors to event-guided frame interpolation and introduces a real-world dataset. It contains no SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2025-3555","out_of_scope","neither_axis","neuron_or_dynamics;training_or_conversion;survey_or_theory","biological presynaptic spike timing → Hebbian plasticity dynamics → selected high-activity neuron","not_applicable","analysis of biological Hebbian learning","training;temporal_modeling","none","exclude_candidate","The paper analyzes biological spike-timing-dependent Hebbian dynamics as noisy gradient descent. It does not claim an artificial SNN computation pipeline or event-camera data.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2024-1213","out_of_scope","neither_axis","inference_method;dataset_or_benchmark","textual asynchronous plans → graph-augmented LLM prompting → plan reasoning answer","not_applicable","asynchronous plan reasoning","dataset_or_evaluation;temporal_modeling","none","exclude_candidate","PLaG helps language models reason about parallel and sequential software plans in AsyncHow. Neither event-camera input nor SNN computation is present.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2024-1239","core_intersection","benchmark_only","training_or_conversion;analysis_or_robustness","image or CIFAR10-DVS frames → gradient-sparsity regularized training → robust SNN prediction","not_applicable","adversarial robustness","training;robustness_or_attack","gradient_sparsity_robust_training","boundary_case;cross_cutting_evidence","The method regularizes input-gradient sparsity to train robust SNNs. The full paper separately evaluates a 10-timestep SNN on CIFAR10-DVS, making the event-camera connection benchmark-level.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_corrected","Sol High PDF check: Section 5.2 evaluates gradient-sparsity robustness on CIFAR10-DVS with a 10-timestep SNN; the method remains generic and has no new inference role."
"NeurIPS2024-1009","out_of_scope","neither_axis","inference_method;dataset_or_benchmark","ordinary videos → event-level video-language model and instruction tuning → temporal answers","not_applicable","fine-grained video-language understanding","training;dataset_or_evaluation;temporal_modeling","none","exclude_candidate","E.T. Bench evaluates semantic events and their timing inside ordinary videos. These are not event-camera measurements and the baseline is not an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2025-2272","out_of_scope","neither_axis","inference_method;training_or_conversion","timed semantic-event captions → temporally conditioned diffusion Transformer → generated video","not_applicable","temporally controlled video generation","training;temporal_modeling","none","exclude_candidate","MinT controls the order and timing of semantic events in generated ordinary video. It has no event-camera or SNN axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-2301","event_camera_only","single_axis","inference_method;event_representation;dataset_or_benchmark","single event-camera stream → event-generation constraints and deformable Gaussians → dynamic 4D scene","not_applicable","dynamic-scene 4D reconstruction","training;robustness_or_attack;dataset_or_evaluation;temporal_modeling","event_constrained_deformable_gaussians","representative_method;dataset_or_evaluation","FastEventDGS reconstructs a deformable Gaussian scene from one event camera using event generation models and motion loss. No SNN computation is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-1002","event_camera_only","single_axis","inference_method;training_or_conversion","pretrained video super-resolution features plus events → lightweight alignment and fusion adapters → super-resolved video","not_applicable","event-guided video super-resolution","training;efficiency;temporal_modeling","parameter_efficient_event_adapter","representative_method;cross_cutting_evidence","EATER adds lightweight event alignment and fusion units to a pretrained VSR model with parameter-efficient tuning. The adapted model is not described as an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-3544","snn_only","single_axis","inference_method;event_representation","bi-temporal remote-sensing images → time-to-first-spike interpolation and SNN extractor → fused change map","not_applicable","remote-sensing change detection","efficiency;temporal_modeling;representation_learning","spike_interpolated_remote_sensing_adapter","representative_method;boundary_case","SpikeAdapter converts radiometric differences from two conventional remote-sensing phases into synthetic spike sequences for an SNN feature extractor. No event-camera or DVS sensor is identified.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-0109","out_of_scope","neither_axis","inference_method;dataset_or_benchmark","text description → semantic event generator and spatial motion synthesis → multi-human 3D scene","not_applicable","multi-human motion storytelling","dataset_or_evaluation;temporal_modeling","none","exclude_candidate","The event generator decomposes a story into semantic motion events for 3D humans. Event-driven storytelling is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ECCV2024-0794","event_camera_only","single_axis","inference_method;event_representation","blurred image plus ordered event representation → recurrent motion extraction and bidirectional fusion → sharp image","not_applicable","event-guided image deblurring","temporal_modeling;representation_learning","motion_order_event_accumulation","representative_method","The method preserves event order through a new accumulation representation and fuses recurrent event motion features with image features for deblurring. No SNN is stated.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-1932","out_of_scope","neither_axis","inference_method;event_representation","RGB plus spike-camera streams → latent generative fusion → deblurred reconstructed or synthesized views","not_applicable","spike-RGB restoration and view synthesis","robustness_or_attack;temporal_modeling;representation_learning","none","boundary_case;exclude_candidate","SpikeGen explicitly uses spike cameras as its motion-sensitive modality and a latent generative framework. Spike-camera data do not establish the contrast-change event axis and no SNN is claimed.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-0830","out_of_scope","neither_axis","training_or_conversion","natural-language event logs → stochastic soft prompting of an LLM → forecast anomaly or imputation","not_applicable","asynchronous time-series reasoning","training;temporal_modeling","none","exclude_candidate","The asynchronous time series consists of irregular textual event descriptions processed by an LLM. It contains neither event-camera data nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-3897","out_of_scope","neither_axis","training_or_conversion;survey_or_theory","distributed workers → asynchronous gradients and communication → optimized model","not_applicable","decentralized stochastic optimization","training;efficiency","none","exclude_candidate","The work proves complexity bounds for asynchronous distributed optimization and develops SGD methods. It is unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-0123","out_of_scope","neither_axis","training_or_conversion;survey_or_theory","heterogeneous distributed workers → asynchronous compressed communication → optimized model","not_applicable","centralized distributed optimization","training;efficiency","none","exclude_candidate","Shadowheart SGD addresses asynchronous computation and communication in distributed optimization. Neither event-camera sensing nor SNN computation appears.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2025-0844","out_of_scope","neither_axis","inference_method;training_or_conversion","text sequence → asynchronously trained language-model mixture and prefix router → language prediction","not_applicable","language modeling","training;efficiency","none","exclude_candidate","SMALLTALK LM trains a mixture of conventional language models with limited communication and routes each sequence to one expert. It has no event-camera or SNN axis.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-0806","event_camera_only","single_axis","inference_method;event_representation","LiDAR RGB and event data → shared LiDAR features and multimodal calibration network → sensor extrinsics","not_applicable","target-free multi-sensor calibration","efficiency;dataset_or_evaluation;representation_learning","trimodal_event_sensor_calibration","representative_method;dataset_or_evaluation","LiREC-Net jointly calibrates LiDAR RGB and event modalities and evaluates on DSEC among other datasets. It is a conventional learning-based network rather than an SNN.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2025-2840","out_of_scope","neither_axis","inference_method;survey_or_theory","rare physics-event simulations → neural-process and Gaussian-process surrogate → detector design","not_applicable","physics detector design optimization","efficiency;generalization","none","exclude_candidate","Rare events are low-probability physics backgrounds in neutrinoless double-beta-decay detector design. They are unrelated to event cameras and SNNs.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-0416","snn_only","single_axis","inference_method;training_or_conversion","static image → spike-form Q-K attention and hierarchical spiking embedding → class prediction","not_applicable","image classification","training;efficiency;representation_learning","hierarchical_spiking_qk_attention","representative_method;boundary_case","QKFormer is a directly trained hierarchical Spiking Transformer evaluated on ImageNet and other unnamed mainstream datasets. The abstract provides no event-camera or DVS relation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-1592","out_of_scope","neither_axis","inference_method","ordinary streaming frames → future-frame prediction and statistical boundary test → semantic event boundaries","not_applicable","online generic event-boundary detection","temporal_modeling","none","exclude_candidate","On-GEBD detects semantic activity boundaries in ordinary video using predicted frames and adaptive thresholds. Neither event-camera input nor SNN computation is present.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICLR2026-5039","snn_only","single_axis","training_or_conversion;analysis_or_robustness","ANN teacher features across temporal masks → progressive distillation → timestep-flexible SNN predictions","not_applicable","general SNN inference","training;temporal_modeling;generalization","progressive_temporal_snn_distillation","cross_cutting_evidence","MEOM distills multiple temporal perspectives from an ANN and aligns truncated with full-length SNN predictions. No event-camera or DVS dataset is identified.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"NeurIPS2024-0423","event_camera_only","single_axis","inference_method;event_representation","event view plus intensity view → visual prompting and monocular-guided refinement → stereo disparity","not_applicable","asymmetric event-intensity stereo","robustness_or_attack;representation_learning;generalization","zero_shot_event_stereo_prompting","representative_method;cross_cutting_evidence","The framework aligns event-camera and frame representations to reuse pretrained image stereo models without event-domain training. No SNN computation is described.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICCV2025-0526","out_of_scope","neither_axis","inference_method","ordinary adjacent video frames → conditional diffusion → semantic event boundaries","not_applicable","generic video event-boundary detection","temporal_modeling","none","exclude_candidate","DiffGEBD detects diverse semantic boundaries in ordinary videos. These events are meaningful video segments rather than event-camera measurements and no SNN is involved.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"ICML2025-2938","snn_only","single_axis","inference_method","spike features → temporal shift and residual integration → SNN prediction","not_applicable","visual classification","efficiency;temporal_modeling","temporal_shift_spiking_module","representative_method;boundary_case","TS-SNN adds a lightweight temporal-shift module to existing SNN architectures and evaluates only static image benchmarks. No event-camera or DVS relationship is visible.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2026-1873","core_intersection","method_coupled","inference_method;event_representation;neuron_or_dynamics","asynchronous events → gated recurrent spiking aggregation and multi-timescale fusion → detector features and boxes","event_interface","event-based object detection","robustness_or_attack;efficiency;temporal_modeling","spiking_discrete_event_aggregation","taxonomy_anchor;representative_method","SDA uses recurrent spiking neurons to select and aggregate informative event-camera measurements before detection and is evaluated in fully spiking architectures on Gen1. The SNN mechanism directly forms the event interface.","none","high","GPT-5.6 Sol Medium / 2026-09-10","high_reviewed",""
"CVPR2026-0031","out_of_scope","neither_axis","inference_method","ordinary video frames → adaptive high-resolution region selection → precise semantic-event timestamps","not_applicable","precise action and event spotting","efficiency;temporal_modeling","none","exclude_candidate","AdaSpot localizes semantic actions or events in frame-based sports videos. It contains neither event-camera input nor SNN computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
"CVPR2024-1053","event_camera_only","single_axis","inference_method;event_representation","windowed event-camera data → learnable-timescale state-space model → object detections","not_applicable","event-based object detection","training;efficiency;temporal_modeling;generalization","frequency_generalized_event_ssm","representative_method;cross_cutting_evidence","The proposed state-space model adapts event-camera processing across inference frequencies on Gen1 and 1 Mpx. State-space modeling is not spiking-neuron computation.","none","high","GPT-5.6 Sol Medium / 2026-09-10","mid_complete",""
