paper_id,title,year,venue,survey_role,survey_topics,survey_reason,advisor_role,advisor_topics,advisor_reason,reading_status,evidence_source,needs_pdf_check
ICCV2025-1940,Depth Any Event Stream: Enhancing Event-based Monocular Depth Estimation via Dense-to-Sparse Distillation,2025,ICCV,background,pose_depth_segmentation;learning;event_to_spike,EventDAM is non-spiking depth background on dense-to-sparse distillation and event sparsity.,discussion,task_generalization;scalability_efficiency,Sparsity-aware transfer is useful for generalization beyond classification.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1066,Depth AnyEvent: A Cross-Modal Distillation Paradigm for Event-Based Monocular Depth Estimation,2025,ICCV,background,pose_depth_segmentation;learning,Depth AnyEvent supplies cross-modal distillation and recurrent event depth background but no SNN.,discussion,task_generalization,Foundation-model distillation is a plausible task-extension strategy.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1798,Efficient Event Camera Data Pretraining with Adaptive Prompt Fusion,2025,ICCV,background,learning;representation_slicing;temporal_modeling,"STP is valuable event-side pretraining and representation adaptation across multiple tasks, but non-spiking.",discussion,task_generalization;scalability_efficiency,Efficient pretraining and temporal prompting can support a broader SECNet extension.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1096,Efficient Spiking Point Mamba for Point Cloud Analysis,2025,ICCV,background,architecture;temporal_modeling;efficiency_hardware,"Spiking Point Mamba combines SNNs, point inputs, and Mamba but uses ordinary 3D point clouds rather than event-camera Event Clouds.",method_chain,event_cloud_point;ssm_mamba_memory;snn_hybrid;scalability_efficiency,Its point-based spiking Mamba architecture is directly relevant to the SpikePoint/EventMamba/SECNet design chain despite different input provenance.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-2555,EMatch: A Unified Framework for Event-based Optical Flow and Stereo Matching,2025,ICCV,background,temporal_modeling;pose_depth_segmentation,EMatch gives non-spiking event-side shared representation across flow and stereo.,discussion,task_generalization;ssm_mamba_memory,Multi-task unification and cross-task transfer are concrete TPAMI extension ideas.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-0096,EMoTive: Event-guided Trajectory Modeling for 3D Motion Estimation,2025,ICCV,background,temporal_modeling;pose_depth_segmentation;datasets_benchmarks,"EMoTive contributes continuous event trajectory representation for 3D motion, but no SNN.",discussion,event_cloud_point;task_generalization;datasets,Continuous event projection and trajectory modeling are useful Event Cloud comparators.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-0830,Enhanced Event-based Dense Stereo via Cross-Sensor Knowledge Distillation,2025,ICCV,background,pose_depth_segmentation;learning,Cross-sensor distillation for event stereo is non-spiking background on sparse-to-dense transfer.,watch,task_generalization,It offers a transfer recipe for dense tasks but is not central.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1773,EVDM: Event-based Real-world Video Deblurring with Mamba,2025,ICCV,background,reconstruction_restoration;temporal_modeling;datasets_benchmarks,"EVDM supplies event-side Mamba long-range modeling and a realistic deblurring dataset, without SNNs.",method_chain,ssm_mamba_memory;scalability_efficiency;datasets,Its event-specific Mamba modules belong to the advisor's SSM/EventMamba chain.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1791,Event-aided Dense and Continuous Point Tracking: Everywhere and Anytime,2025,ICCV,background,tracking;temporal_modeling,Dense continuous point tracking is useful event-side temporal task background but non-spiking.,discussion,task_generalization;scalability_efficiency,Streaming continuous trajectories are a credible extension target.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-0082,Event-based Tiny Object Detection: A Benchmark Dataset and Baseline,2025,ICCV,background,detection;datasets_benchmarks;representation_slicing,"EV-UAV and its point-space baseline provide event-side small-object benchmark and Event Cloud evidence, without SNNs.",discussion,event_cloud_point;datasets;task_generalization,Point-space sparse detection directly tests Event Cloud generalization.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1099,"Event-guided Unified Framework for Low-light Video Enhancement, Frame Interpolation, and Deblurring",2025,ICCV,background,reconstruction_restoration;datasets_benchmarks,The unified event-guided restoration framework shows multi-task event capability but no SNN.,watch,task_generalization;datasets,"Task unification is adjacent inspiration, though restoration is distant from SECNet.",retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1538,EvRT-DETR: Latent Space Adaptation of Image Detectors for Event-based Vision,2025,ICCV,background,detection;representation_slicing;learning,"EvRT-DETR is event-side evidence for adapting image detectors to simple event representations, but non-spiking.",discussion,task_generalization;scalability_efficiency,Minimal latent adaptation is a useful comparator for event-model specialization.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1983,Exploiting Frequency Dynamics for Enhanced Multimodal Event-based Action Recognition,2025,ICCV,background,classification_recognition;temporal_modeling;representation_slicing,EMP provides non-spiking event-side evidence on frequency-guided multimodal recognition.,method_chain,frequency;task_generalization,Its explicit frequency dynamics closely align with SECNet's frequency-aware method chain.,advisor_required,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-2599,LLaFEA: Frame-Event Complementary Fusion for Fine-Grained Spatiotemporal Understanding in LMMs,2025,ICCV,exclude,,Frame-event large multimodal modeling is broad event vision without SNN relevance to the focused survey.,watch,task_generalization;datasets,It is only a distant signal for broader semantic tasks.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-2618,MATE: Motion-Augmented Temporal Consistency for Event-based Point Tracking,2025,ICCV,background,tracking;temporal_modeling;datasets_benchmarks,MATE supplies event-only point-tracking and velocity-robust temporal modeling evidence.,discussion,task_generalization;datasets,Motion-adaptive point tracking is a plausible Event Cloud extension.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1060,PRE-Mamba: A 4D State Space Model for Ultra-High-Frequent Event Camera Deraining,2025,ICCV,background,representation_slicing;temporal_modeling;reconstruction_restoration,"PRE-Mamba provides point-based 4D Event Cloud, multi-scale SSM, and frequency modeling, but no SNN.",method_chain,event_cloud_point;ssm_mamba_memory;frequency;scalability_efficiency,Its Event Cloud plus Mamba/frequency design is directly in the SECNet architectural neighborhood.,advisor_helpful,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1311,SAMPLE: Semantic Alignment through Temporal-Adaptive Multimodal Prompt Learning for Event-Based Open-Vocabulary Action Recognition,2025,ICCV,background,classification_recognition;temporal_modeling,SAMPLE is event-only open-vocabulary action recognition and temporal prompting background.,discussion,task_generalization,Open-vocabulary recognition offers a concrete generalization extension.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-0738,Separation for Better Integration: Disentangling Edge and Motion in Event-based Deblurring,2025,ICCV,background,reconstruction_restoration;representation_slicing,"Edge-motion disentanglement is useful event-side representation evidence for deblurring, without SNNs.",watch,frequency,Separating event cues is adjacent representation inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-0339,Simultaneous Motion And Noise Estimation with Event Cameras,2025,ICCV,background,robustness_open_challenges;temporal_modeling,Joint event motion/noise estimation supplies important event-camera noise theory and task interaction background.,discussion,task_generalization;scalability_efficiency,Noise robustness is a concrete real-world SECNet extension issue.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-2608,SpikePack: Enhanced Information Flow in Spiking Neural Networks with High Hardware Compatibility,2025,ICCV,background,architecture;learning;efficiency_hardware,"SpikePack contributes generic SNN information flow, conversion, and measured FPGA evidence without event-camera data.",discussion,snn_hybrid;hardware;scalability_efficiency,Its hardware-compatible hybrid deployment is a strong SNN extension comparator.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1894,SpiLiFormer: Enhancing Spiking Transformers with Lateral Inhibition,2025,ICCV,background,architecture;efficiency_hardware,SpiLiFormer is generic Spiking Transformer background; DVS benchmarks alone do not make it an intersection paper.,watch,snn_hybrid;scalability_efficiency,Lateral inhibition is adjacent architecture inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-2463,SuperEvent: Cross-Modal Learning of Event-based Keypoint Detection for SLAM,2025,ICCV,background,representation_slicing;learning;robustness_open_challenges,"SuperEvent supplies event-side keypoint representation, self-supervision, and noise robustness without SNNs.",discussion,task_generalization,Stable event keypoints provide a useful downstream generalization test.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1879,TESPEC: Temporally-Enhanced Self-Supervised Pretraining for Event Cameras,2025,ICCV,background,learning;temporal_modeling;detection;pose_depth_segmentation,"TESPEC is strong event-specific long-sequence pretraining background across dense tasks, but non-spiking.",discussion,ssm_mamba_memory;task_generalization;scalability_efficiency,Long-sequence pretraining is a substantive direction for scaling SECNet beyond supervised classification.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1528,Unleashing the Temporal Potential of Stereo Event Cameras for Continuous-Time 3D Object Detection,2025,ICCV,background,detection;temporal_modeling,Stereo event-only continuous-time 3D detection is task background without SNNs.,discussion,task_generalization;scalability_efficiency,Continuous-time 3D detection is a demanding temporal extension benchmark.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICCV2025-1001,Unsupervised Joint Learning of Optical Flow and Intensity with Event Cameras,2025,ICCV,background,learning;temporal_modeling;reconstruction_restoration,"Joint unsupervised event flow and intensity estimation supplies event-side learning theory, but no SNN.",watch,task_generalization,Joint motion/appearance learning is adjacent task inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICCV2025/abc-reviewed.csv,no
ICLR2025-1551,DeepTAGE: Deep Temporal-Aligned Gradient Enhancement for Optimizing Spiking Neural Networks,2025,ICLR,background,learning;temporal_modeling,DeepTAGE addresses generic SNN temporal gradients; DVS-CIFAR10 is benchmark-only.,watch,snn_hybrid,Temporal gradient alignment may support an SNN branch.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-2782,Improving Generalization and Robustness in SNNs Through Signed Rate Encoding and Sparse Encoding Attacks,2025,ICLR,background,event_to_spike;robustness_open_challenges,"Signed rate encoding and sparse attacks provide SNN encoding/robustness foundations on standard data, not event-camera streams.",exclude,,The robustness focus is outside SECNet.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-3346,Improving the Sparse Structure Learning of Spiking Neural Networks from the View of Compression Efficiency,2025,ICLR,background,architecture;efficiency_hardware,Dynamic sparse SNN training supports efficiency background without event-camera integration.,watch,scalability_efficiency;hardware;snn_hybrid,Sparse training is adjacent deployment inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-2660,P-SPIKESSM: HARNESSING PROBABILISTIC SPIKING STATE SPACE MODELS FOR LONG-RANGE DEPENDENCY TASKS,2025,ICLR,background,temporal_modeling;architecture;efficiency_hardware,Probabilistic spiking SSMs are important long-range SNN architecture background but are not evaluated on event cameras.,method_chain,ssm_mamba_memory;snn_hybrid;scalability_efficiency,It directly joins spiking computation with SSM memory and therefore belongs to the advisor's architectural method chain.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-3479,QP-SNN: Quantized and Pruned Spiking Neural Networks,2025,ICLR,background,architecture;efficiency_hardware,QP-SNN supplies generic quantization/pruning deployment evidence without event data.,watch,hardware;scalability_efficiency;snn_hybrid,It is adjacent edge-deployment work.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-0522,Quantized Spike-driven Transformer,2025,ICLR,background,architecture;efficiency_hardware;learning,Quantized Spike-driven Transformer is generic hardware-oriented SNN background.,discussion,hardware;scalability_efficiency;snn_hybrid,Its quantized attention and distillation provide a practical deployment comparator.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-1232,Rethinking Spiking Neural Networks from an Ensemble Learning Perspective,2025,ICLR,background,temporal_modeling;learning,Temporal subnetwork consistency explains generic SNN dynamics; DVS-CIFAR10 is benchmark-only.,watch,snn_hybrid,Temporal stabilization is adjacent SNN inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-0872,Spiking Vision Transformer with Saccadic Attention,2025,ICLR,background,architecture;temporal_modeling;efficiency_hardware,Saccadic spiking attention is generic SNN vision architecture background without event-camera input.,discussion,snn_hybrid;scalability_efficiency,Its spike-specific spatial-temporal attention is a useful comparator.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-2158,Temporal Flexibility in Spiking Neural Networks: Towards Generalization Across Time Steps and Deployment Friendliness,2025,ICLR,background,temporal_modeling;efficiency_hardware;learning,Mixed timestep training and fully event-driven deployment provide important SNN deployment background; DVS datasets are evaluation only.,discussion,hardware;scalability_efficiency;snn_hybrid,Time-step-flexible deployment is directly relevant to evaluating a future SNN branch.,survey_core,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICLR2025-1006,TS-LIF: A Temporal Segment Spiking Neuron Network for Time Series Forecasting,2025,ICLR,exclude,,TS-LIF targets generic time-series forecasting and does not materially support event-camera integration.,watch,frequency;ssm_mamba_memory,Its dual-frequency neuron is only distant inspiration for frequency-aware temporal modeling.,retained_reference,official abstract; 01-papers-by-conference/ICLR2025/abc-reviewed.csv,no
ICML2025-0323,A Chaotic Dynamics Framework Inspired by Dorsal Stream for Event Signal Processing,2025,ICML,included,event_to_spike;representation_slicing;temporal_modeling;classification_recognition,"The CCNN framework explicitly encodes event-camera streams as periodic or chaotic neuron signals, offering a distinctive bio-inspired intersection representation even if SNN terminology is nonstandard.",discussion,polarity;wavelet_time_frequency;frequency;task_generalization,Polarity-dependent dynamical encoding and wavelet frequency analysis directly overlap SECNet design axes.,advisor_required,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,yes
ICML2025-1484,BSO: Binary Spiking Online Optimization Algorithm,2025,ICML,background,learning;efficiency_hardware,Binary online SNN optimization is generic training background without event-camera data.,watch,hardware;snn_hybrid,Low-memory online training is adjacent deployment work.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-0988,Differential Coding for Training-Free ANN-to-SNN Conversion,2025,ICML,background,event_to_spike;learning;efficiency_hardware,Differential coding is useful ANN-to-SNN conversion and spike-encoding background without event-camera streams.,discussion,snn_hybrid;hardware;scalability_efficiency,Differential sparse coding is a relevant deployment comparator.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-1579,Efficient ANN-SNN Conversion with Error Compensation Learning,2025,ICML,background,learning;efficiency_hardware,Error-compensated ANN-SNN conversion supports low-latency conversion background only.,watch,snn_hybrid;hardware,It may support an SNN deployment branch.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2940,Efficient Logit-based Knowledge Distillation of Deep Spiking Neural Networks for Full-Range Timestep Deployment,2025,ICML,background,learning;temporal_modeling;efficiency_hardware,Full-range timestep distillation is generic SNN training/deployment background; DVS is benchmark-only.,discussion,snn_hybrid;hardware;scalability_efficiency,Flexible timestep deployment is a useful hybrid comparator.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-0642,Efficient Parallel Training Methods for Spiking Neural Networks with Constant Time Complexity,2025,ICML,background,learning;temporal_modeling;efficiency_hardware,Constant-time parallel SNN training provides scalability background without event-camera integration.,discussion,scalability_efficiency;snn_hybrid,Parallel long-duration simulation directly informs scalable SNN experimentation.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-0864,Faster and Stronger: When ANN-SNN Conversion Meets Parallel Spiking Calculation,2025,ICML,background,learning;efficiency_hardware,Parallel ANN-SNN conversion is general low-latency SNN training background.,discussion,snn_hybrid;scalability_efficiency;hardware,Parallel conversion is a practical route for an efficient SNN extension.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2762,Hybrid Spiking Vision Transformer for Object Detection with Event Cameras,2025,ICML,anchor,architecture;temporal_modeling;detection;datasets_benchmarks;efficiency_hardware,"HsVT directly develops a hybrid Spiking Vision Transformer for event-camera detection, with a new DVS dataset and energy/parameter evidence.",discussion,snn_hybrid;task_generalization;datasets;hardware,It is a strong hybrid detection and dataset comparator for future SECNet work.,survey_core,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-0826,ReverB-SNN: Reversing Bit of the Weight and Activation for Spiking Neural Networks,2025,ICML,background,architecture;efficiency_hardware,ReverB-SNN is generic mixed-precision SNN architecture background without event-camera integration.,watch,snn_hybrid;hardware,Its hardware-friendly reparameterization is adjacent.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-3251,SpikeVideoFormer: An Efficient Spike-Driven Video Transformer with Hamming Attention and $\mathcalO(T)$ Complexity,2025,ICML,background,architecture;temporal_modeling;efficiency_hardware;tracking;pose_depth_segmentation,"SpikeVideoFormer is generic spiking video architecture and task background, using frame videos rather than event cameras.",discussion,snn_hybrid;scalability_efficiency;task_generalization,Linear-time multi-task video modeling is a useful temporal architecture comparator.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2680,SpikF: Spiking Fourier Network for Efficient Long-term Prediction,2025,ICML,exclude,,Spiking Fourier time-series forecasting is outside event-camera vision.,watch,fourier_fft;frequency;ssm_mamba_memory,"Fourier-domain SNN processing is a necessary foundation for understanding the FFT branch, even though the paper is not event-camera-specific.",advisor_required,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-0181,Temporal Misalignment in ANN-SNN Conversion and its Mitigation via Probabilistic Spiking Neurons,2025,ICML,background,learning;temporal_modeling,Temporal misalignment in ANN-SNN conversion is general conversion theory; DVS is benchmark-only.,watch,snn_hybrid,Probabilistic spikes may support conversion but not Event Cloud processing.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-1843,Time to Spike? Understanding the Representational Power of Spiking Neural Networks in Discrete Time,2025,ICML,background,temporal_modeling;architecture,Discrete-time LIF-SNN expressivity and latency theory provide foundational background without event-camera data.,exclude,,The theory is not directly actionable for SECNet.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2813,Training High Performance Spiking Neural Network by Temporal Model Calibration,2025,ICML,background,learning;temporal_modeling,Temporal model calibration is generic SNN training; DVS datasets are benchmark-only.,watch,snn_hybrid,It may support SNN training but is not method-chain work.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2938,TS-SNN: Temporal Shift Module for Spiking Neural Networks,2025,ICML,background,temporal_modeling;architecture;efficiency_hardware,Temporal shift is useful generic SNN dynamics/efficiency background without event-camera streams.,discussion,snn_hybrid;ssm_mamba_memory;scalability_efficiency,Cheap temporal mixing is a concrete alternative to heavier memory modules.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-3117,TTFSFormer: A TTFS-based Lossless Conversion of Spiking Transformer,2025,ICML,background,event_to_spike;learning;efficiency_hardware,TTFS Transformer conversion provides coding and energy background without event-camera integration.,watch,snn_hybrid;hardware,TTFS is a possible deployment alternative.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
ICML2025-2726,When Every Millisecond Counts: Real-Time Anomaly Detection via the Multimodal Asynchronous Hybrid Network,2025,ICML,background,detection;temporal_modeling;efficiency_hardware,The event-RGB asynchronous graph network provides event-side real-time anomaly-detection evidence but is non-spiking.,watch,task_generalization;scalability_efficiency,Millisecond asynchronous fusion is adjacent deployment/task inspiration.,retained_reference,official abstract; 01-papers-by-conference/ICML2025/abc-reviewed.csv,no
NeurIPS2025-5700,Activity Pruning for Efficient Spiking Neural Networks,2025,NeurIPS,background,efficiency_hardware;architecture,Activity pruning provides generic SNN sparsity and operation-count background without event cameras.,discussion,scalability_efficiency;hardware;snn_hybrid,Firing-rate reduction is a useful deployment comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-5157,Adaptive Fission: Post-training Encoding for Low-latency Spike Neural Networks,2025,NeurIPS,background,event_to_spike;efficiency_hardware,"Adaptive population coding contributes low-latency SNN encoding and measured neuromorphic evidence, but no event-camera input.",discussion,hardware;snn_hybrid;scalability_efficiency,Post-training latency reduction is relevant to an SNN extension.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-3401,Bipolar Self-attention for Spiking Transformers,2025,NeurIPS,background,architecture;efficiency_hardware,Bipolar spiking attention is generic SNN architecture background; event tracking is one downstream evaluation rather than event-specific design.,discussion,snn_hybrid;hardware;task_generalization,Its spike-driven attention is a useful comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-0035,DERD-Net: Learning Depth from Event-based Ray Densities,2025,NeurIPS,background,pose_depth_segmentation;representation_slicing;efficiency_hardware,"DERD-Net supplies scalable event-ray density representation for depth, but no SNN.",discussion,event_cloud_point;scalability_efficiency;task_generalization,Resolution-independent local event-ray processing is relevant to scalable Event Cloud design.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-4192,Distil-E2D: Distilling Image-to-Depth Priors for Event-Based Monocular Depth Estimation,2025,NeurIPS,background,pose_depth_segmentation;learning,Image-to-event depth distillation is non-spiking event-side learning background.,watch,task_generalization,It offers a dense-task transfer strategy.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-3724,Enhanced Self-Distillation Framework for Efficient Spiking Neural Network Training,2025,NeurIPS,background,learning;efficiency_hardware,Rate-based SNN self-distillation supplies scalable training background; DVS is benchmark-only.,discussion,snn_hybrid;scalability_efficiency,ANN branches and reduced training complexity are relevant hybrid comparators.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-4786,Event-Driven Dynamic Scene Depth Completion,2025,NeurIPS,background,pose_depth_segmentation;datasets_benchmarks;temporal_modeling,EventDC provides event-side dynamic depth completion and benchmark coverage without SNNs.,discussion,datasets;task_generalization,Dynamic depth is a credible task extension.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-2692,EventMG: Efficient Multilevel Mamba-Graph Learning for Spatiotemporal Event Representation,2025,NeurIPS,background,representation_slicing;temporal_modeling;architecture;efficiency_hardware,EventMG is strong non-spiking event representation background combining event-level Mamba and cluster-level graphs.,method_chain,event_cloud_point;grouping_sampling;ssm_mamba_memory;scalability_efficiency,Its micro/macro Event Cloud modeling is directly in SECNet's architectural neighborhood.,advisor_helpful,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-0641,FLAME: Fast Long-context Adaptive Memory for Event-based Vision,2025,NeurIPS,included,event_to_spike;temporal_modeling;architecture;classification_recognition,FLAME directly combines LIF-based event-by-event feature extraction with adaptive SSM memory; the spiking component is central even though the full model is hybrid.,method_chain,ssm_mamba_memory;snn_hybrid;scalability_efficiency,Its event-aware long-memory architecture directly links SNN dynamics and structured state-space processing.,survey_core;advisor_helpful,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-2978,FlexEvent: Towards Flexible Event-Frame Object Detection at Varying Operational Frequencies,2025,NeurIPS,background,detection;temporal_modeling,FlexEvent supplies non-spiking variable-frequency event detection evidence.,discussion,frequency;task_generalization;scalability_efficiency,Frequency-flexible inference is directly relevant to SECNet generalization.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-4041,Fully Spiking Neural Networks for Unified Frame-Event Object Tracking,2025,NeurIPS,anchor,architecture;tracking;event_to_spike;efficiency_hardware,"SpikeFET is the first fully spiking frame-event tracker and directly addresses fusion, spatiotemporal regularization, accuracy, and power.",discussion,snn_hybrid;task_generalization;hardware,It is a strong fully spiking downstream comparator for SECNet extensions.,survey_core,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-2173,GS2E: Gaussian Splatting is an Effective Data Generator for Event Stream Generation,2025,NeurIPS,background,datasets_benchmarks;robustness_open_challenges,"GS2E contributes synthetic event data and threshold modeling background, without SNNs.",discussion,datasets;task_generalization,Scalable event generation can support broader SECNet evaluation.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1367,HetSyn: Versatile Timescale Integration in Spiking Neural Networks via Heterogeneous Synapses,2025,NeurIPS,background,temporal_modeling;architecture,Heterogeneous synaptic time constants are useful generic SNN temporal-dynamics background.,discussion,ssm_mamba_memory;snn_hybrid,Multi-timescale synapses offer a concrete alternative memory mechanism.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-1061,Injecting Frame-Event Complementary Fusion into Diffusion for Optical Flow in Challenging Scenes,2025,NeurIPS,background,temporal_modeling;robustness_open_challenges,Frame-event diffusion optical flow is event-side challenging-scene background without SNNs.,watch,task_generalization;datasets,"It offers a robustness task and dataset, but is architecturally distant.",retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-5098,MI-TRQR: Mutual Information-Based Temporal Redundancy Quantification and Reduction for Energy-Efficient Spiking Neural Networks,2025,NeurIPS,background,temporal_modeling;efficiency_hardware;architecture,MI-based spike redundancy reduction is generic SNN efficiency background; CIFAR10-DVS is benchmark-only.,discussion,scalability_efficiency;snn_hybrid,Temporal redundancy reduction is directly relevant to scaling an SNN branch.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-2213,Multiplication-Free Parallelizable Spiking Neurons with Efficient Spatio-Temporal Dynamics,2025,NeurIPS,background,temporal_modeling;efficiency_hardware;architecture,Parallel multiplication-free neurons provide generic SNN dynamics/hardware background; DVS-Lip is benchmark-only.,discussion,hardware;scalability_efficiency;snn_hybrid,Hardware-friendly parallel dynamics are a practical comparator.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-5608,PASS: Path-selective State Space Model for Event-based Recognition,2025,NeurIPS,background,representation_slicing;temporal_modeling;classification_recognition,PASS is strong event-side SSM representation and frequency-generalization background but non-spiking.,method_chain,ssm_mamba_memory;grouping_sampling;frequency;scalability_efficiency,Adaptive aggregation and frequency-generalized SSM processing directly support SECNet's method chain.,advisor_required,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
NeurIPS2025-3390,Re-coding for Uncertainties: Edge-awareness Semantic Concordance for Resilient Event-RGB Segmentation,2025,NeurIPS,background,pose_depth_segmentation;robustness_open_challenges,Event-RGB segmentation under extreme conditions is non-spiking event-side robustness background.,watch,task_generalization;datasets,It offers a robust dense-task benchmark.,retained_reference,official abstract; 01-papers-by-conference/NeurIPS2025/abc-reviewed.csv,no
